Body,BugsCrashes,Experience,Hardware,Performance,Pricing,Suggestion,None
"I get the New Yorker delivered to my house and now on my iPad.<br/>It is a great way to read it, and YOu gan download the issue 2-3 days before you get it in print.<br/>I just wish that The New Yorker could make the downloads smaller because they used to be in the 110 mb range and now they are in the 140 mb range. It is probably because of the interactive ads. Please make a text (and few pictures) version available.",0,0,1,0,0,1,0
Almost as great as FarmVille on face book. I just wish I could us all gifts. But for the most part I like it. It works for me.,0,0,0,0,0,1,0
"Really good game, but I feel that it's setup so that eventually you have to purchase invest points with real money. It's not the kind of game I would be willing to spend money on. Good game overall though. You just have to be strategic with your invest points.",0,0,0,0,1,0,0
I love game,0,0,0,0,0,0,1
I just wish it would let me have normal access to everything!,0,0,0,0,1,0,0
"I love this game! It's so addicting and you don't even need wifi to play it! I love games where it's interactive like this, and it's so hard to find a good one, but I did! It's not hard to get money, but most quests and like getting school books or new land takes a very long time to load, but you can use rings, but you only get about 500 and they go fast! If you are a creator of this app, please read: I'm on Level 8 and I haven't been able to get any more buildings since level 6. I have 3 preps, 3 nerds, 2 jocks, an artist, isle of love, 2 schools, and 1 admissions office. I have an upgraded school and am currently upgrading a jock hangout. But anyways, this game is just so awesome, really! They don't give you a million quests at one time either, only a few at a time, which I love! You can design your student and even name them!",0,0,0,0,0,0,1
"Still dont have winter wonderland even after deleting/reinstalling.  The farm doesnt load completely all the time. This app would be better if we could do everything that we can on the pc game. I have better luck getting the app to load than I do on fb/with my busy schedule it us easier to play on the go but just wish I could get my entire gift box, harvest my buildings/buy/sell crops, everything else that goes along w/farmville in the computer.  With all the $$$ zynga rips off of ppl, the app/pc game should be better.",1,0,0,0,1,1,0
It's alright but requires real money to get anywhere in the game after the first initial island,0,0,0,0,1,0,0
"love the app, just wish you could also share your photos on instagram. If you could do that then this app would be 100% #1 I think.",0,0,0,0,0,1,0
I love games where you guess the words,0,0,0,0,0,0,1
"I just wish there were a few more settings I could tweak, like choosing which display to interact with when I am connected to a machine running dual screens. Thanks for a great app.",0,0,0,0,0,1,0
I love game,0,0,0,0,0,0,1
I love it!  I just wish it would work as well as the online version.,0,0,0,0,0,1,0
"There should be some farmbuck apps used for stuff in the market paid with real money, like 50 farmbucks for $2.99 or something and there should be a whole variety not just 50 like tap Fish with the fishbucks. But in other words it's alright.",0,0,0,0,1,0,0
"Really, this is a pretty amazing game. Resource management mixed with turn based fighting. I do have a few gripes though.<br/><br/>First, connection. This game requires an internet connection to play. Okay, not a big deal. At least until you discover that the program has trouble keeping a stable connection to its servers for more than a few minutes. The game almost constatnly times out, making you wait for the game to re-connect to play. This intrupts me so much, it gets rather annoying to play.<br/><br/>Next, the battles… These are amazing, except for one little detail. Everything just seems too weak. Even the most expensive units go down with a few hits in battle, making them almost constantly need repair. These costs quickly start to exceed the prize money from winning a battle, which puts you out of commision. I can't even keep the people off of my land because by the time I'm done saving money to heal my key units from one battle and actually healing them, two more sets of invaders have appeared at the base!<br/><br/>My last complaint is that some of the missions ask you to buy/build things that require Nanopods to get. NanoPods, are the currency that you have to pay real money to get, meaning that to get rid of the icon, you have to pay them money. Sometimes, this icon can even block another from appearing, because there's no more room for new missions! If you are going to ask us to complete missions that require NanoPods, then give us the nanopods to do it, or at least a slightly easier way to get them in game.",0,0,0,1,1,0,0
It's a great idea. But it's a BIG MONEY TRAP!!!<br/>I was trying to get the Sabertooth Tiger in the limited time challenge. So I went to Sabertooth Island. I cleared ALL the stuff repaired the bridges. Just to find out I have to spend 250 crystals and a bucket of water to put out the fire to get to the Sabertooth Tiger. And since I don't have that many crystals. And I'm not going to spend my real money on this game I just had to deal with the fact that I'm never getting the Sabertooth Tiger. So PEASE don't make it such a money trap. Thanks.,0,0,0,0,1,0,0
"This Game is A Good Game, But as any other free game it cant be played with out spending lots of real money, i think this is a bad route developers have taken in charging for games, i prefer the old fashoned way in wich you paid 30 to 50 dollars and yo could play as long as you want, in this game 50 dollars are only good for a couple of days of play.",0,0,0,0,1,0,0
"this game is extremely addictive, i have been on it for hours straight, i love games like this",0,0,0,0,0,0,1
Awesome! Best virtual city ever! You don't need to spend real money on anything like City Story. Not hard at all but it will throw you some curve balls! You have to be good at it to do well but it helps you with Tutorials along the way. You should deff get it. I havent stopped playing!,0,0,0,0,1,0,0
I just wish we could access our missions from the mobile app. If they make it where we can &amp; where we can access more of our crops  I'll come back &amp; give it a 5 star rating.,0,0,0,0,0,1,0
I love games like this! Good game,0,0,0,0,0,0,1
"It's an amazing app , I just wish we could build stuff on this app.....",0,0,0,0,0,1,0
"If you enjoy clash of clans, you'll love game! It's CoC just with a modern touch, but I like the graphics from CoC better. Other than that, great game!",0,0,0,0,0,0,1
"Was great until it was improved. Lost my upgrades (which I paid for in real money) &amp; all buildings &amp; animals. I am shown on correct level, but don't really want to start over, thanks.",0,0,0,0,1,0,0
I love games like this. Reminds me of a goofy Raiden or Gradius. Can't wait for updates to this.,0,0,0,0,0,0,1
"Nice game, both I and my little daughter have a lot a fun with this game, and we didn't spend a cent of real money for it! Many complain about developpers being greedy - it's up to everyone to decide whether to pay real money to get all possible bonuses now and here, or not take it too seriously and just enjoy the game.",0,0,0,0,1,0,0
I love games like this. This one is so addicting. It is so much fun to advance and progress.,0,0,0,0,0,0,1
Not a bad game just wish you didn't have to spend lots of real money to get stuff sometime. Lol,0,0,0,0,1,0,0
"I love games like this - challenging, strategic brain teasers:)",0,0,0,0,0,0,1
"I love being able to farm away from home.  I just wish that fruits from all the trees could be used in the crafting, and crafting could be done on iPhones.",0,0,0,0,0,1,0
I love games like this! It is really fun and works your mind! A plus having hidden items!,0,0,0,0,0,0,1
"Why would a game prevent you from playing? This carry-over from Facebook games encourages you to buy things (with real money) in order to keep playing the game. I know that's their income stream, but get more creative. Other than this the gameplay is good",0,0,0,0,1,0,0
"Been playing for few years now &amp; have to say I'm becoming quite frustrated with quality of game operations...especially app for iOS. Can rarely use as app crashes only seconds after attempting to launch it about 90-95% of the time...&amp; when it does, one had better not do many actions in game or else it will become Out of Sync, start over &amp; not save anything you've done. Considering searching for a new game if not at least playable 50% of the time real soon...not enough time in life for anyone to put up with these terrible &quot;glitches&quot;, especially for a game that costs so much real money, and so timely to play. ",1,0,0,0,1,0,0
"Okay, first thing to address: I almost didn't get this because I have an ipad mini, and a lot of prior reviews said it didn't work. However, I love this game so much that I decided to try it anyways. I buy apps with survey rewards (quick thoughts app), so I figured I wouldn't actually lose any real money.<br/><br/>The game DOES work on my Mini. There was one time that it closed, which was the beginning of the cutscene immediately after the tutorial stage. Since then, working perfectly! If you have trouble, double tap your home button and close all other running apps.<br/><br/>Now, on to the game. The only differences between this and the console/pc versions are: less varied maps, slightly reduced graphics, and price. This is by far one of the best things you can by on the App Store and I will always support good ports like this, because I want more of them!<br/><br/>Controls work great, however they take a minute or two to get used to. Sometimes you may send a soldier a space or two away from where you wanted, but if you're careful this should never happen.<br/><br/>Graphics-wise, the game looks great even without a retina display. There is very little frame rate loss during character movement, although there is noticeable stutter at times, especially when there is explosions or lots of activity.<br/><br/>In closing, this game is a must-have for anyone who wants more than just Fruit Ninja or in app purchase games that drain your wallet. This one time price of $20 is worth every penny. Thanks to the xcom folks for this one!",0,1,0,0,1,0,0
"fun, but to much stuff to buy with real money...",0,0,0,0,1,0,0
"Wish they didn't advertise so much. And also, they try and make you spend real money. That's really annoying.",0,1,0,0,1,0,0
It keeps me busy I just wish I could cash in some of the coins for cash,0,0,0,0,0,1,0
"I love games like this but found this one to be literally unplayable. The UI is clunky and unintuitive and the gameplay is frustrating, laggy and simply abysmal. Very disappointed.",0,1,0,0,0,0,0
"Got the latest update but it crashes every time you try to build saber tooth tiger a home. Please fix!  When you open many of the crates, it says you have coins but gives you flour. Entertaining game but doesn't let you find enough crystals so if you want to progress must buy with real money rather than coins earned in the game.",1,0,0,0,1,0,0
I love games like this!,0,0,0,0,0,0,1
"too many out of sync. reponds slow to problems submitted....if at all.love the game just wish yhey'd debug &amp; maybe some new feed trough animals.  also,i am at max size and habe used tje storage capacity...to buy new theme items i have to get rid of items;-(",1,0,0,0,0,1,0
"The filters are fun, sometimes buggy. I just wish I could adjust brightness/contrast, saturation etc. but you really can't. Oh well.",1,0,0,0,0,0,0
"Game is really stupid because it cost sooooooo much real money to get further in the game.  I am deleting it as  soon as I finish this review.  Most games give you a chance to play and advance each day, but this game varies and really accomplishes very little each day.",0,0,0,0,1,0,0
"I love the New Yorker and I love this App- I just wish it had the same define feature that so many other literary apps do. It's not often that I need help with a word, but considering the vocabulary of the average reader and average columnist and the likelihood of the reader to want to fully understand what they are reading, I think that having a touch definition feature integrated into the app is a no-brainier.",0,0,0,0,0,1,0
This game is really cool and gets you thinking...love games like this.,0,0,0,0,0,0,1
I love game wish wait wasn't so long,0,0,0,0,0,0,1
I love games that you can learn from and have a great time playing! The poker aspect to this makes it a triple threat! Excellent app!,0,0,0,0,0,0,1
"Just another nickel and dime game. Let you build quickly in the beginning so you get used to the constant rewards, and then slow it down so you'll be tempted to spend real money on fake money to speed up the rewards.",0,0,0,0,1,0,0
"Haven't had but one random crash. Other than that, loads quick n I love gameplay",0,1,0,0,0,0,0
I love it! I will always love games featuring my hero sonic!!,0,0,0,0,0,0,1
"Honestly, it's not worth $10. At all. The game is slow, glitchy, and overall, disapointing. The game just froze my entire computer, and very little seeming to be happening on the game. The game is very restricting in terms of what you can and can't do, and the times for &quot;expert&quot; in some cases seem completely rediculous. These are major issues that can simply not be overlooked. Even the &quot;Virtual City: Playground&quot; game that is constantly asking you for more real money, is a better value than this, despite how essential the &quot;Invest Points&quot; are and how hard it is to get them. Wait for some more updates to this game before you buy, if you do at all.<br/><br/>Again, a &quot;freeplay&quot;/&quot;playground&quot; mode would be appreciated, and make the game a great value, but the issues with how the game runs need to be fixed first before there's anything worth improving.",1,1,0,0,1,0,0
Works great just wish I could make it go fullscreen and lose the toolbar wasting screen space.,0,0,0,0,0,1,0
This app is great if you need to harvest something while on the run. I just wish bushels could be used to increase mastery with the app. Overall very good.,0,0,0,0,0,1,0
Great game just wish I could do more done with England crops wish I could plant home crops like I can on computer,0,0,0,0,0,1,0
"Could be a fun game, but to much Facebook and other wierd posting is needed to get the things needed for anything fun. or you can buy them with real money.",0,0,0,0,1,0,0
"I really love games that are challenging and are difficult. But I seriously cannot do a single thing. I either immediately fall off, which chances of you continuing are exponentially small, or I make a turn or two and it becomes way to fast to really do anything. I'm sorry to those who may like the game but I feel like I wasted my money",0,0,0,0,1,0,0
I love games like this. The art is fantastic and the play is fast paced and enjoyable. Definitely upgrading to the full version.,0,0,0,0,1,0,0
"Crash Crash Crash Crash Crash ... Worked so-so after upgrades and now won't open at all.  It's even worse than the website &amp; that is saying a lot.  This game is going nowhere fast except downhill, no matter what version you're playing.  Over and over now it's just buy this buy that (for real money mind you). It wasn't like that when it started out.  Seems like it's deteriorated to nothing more than money grubbing.  So sad.  Filthy rich wanting to get richer ... And destroying their creation along with it.",1,0,0,0,1,0,0
I just wish we could do everything on the app that we ca n do on the computer...still fun though!,0,0,0,0,0,1,0
It has gotten a lot better just wish you could everything you can on computer.,0,0,0,0,0,1,0
Never received my gifts after accomplishing goals! Pending gifts box always empty! Takes too long to make any real money!,0,0,0,0,1,0,0
This used to be my favorite game. I'm now deleting it! All but impossible to get crystals without real money. Now they are adding quests that take 250+ crystals to complete! So very disappointing after working 2 days on a quest to find out it takes real money to complete! I'm done!!,0,0,0,0,1,0,0
"Love the game, I just wish it wouldn't crash so much, even after rebooting.",1,0,0,0,0,0,0
"As with many other free games, u get to pay real money to buy virtual crap, but it is fun, and so far i haven't needed to spend any money, but of course i just started, has interesting dynamics, fun to play and has unique battle rules, try it",0,0,0,0,1,0,0
"Game is fun but to advance in the game without spending real money on investment points, you need to post a lot to Facebook.",0,0,0,0,1,0,0
"This app works great, just wish that we could do more.",0,0,0,0,0,1,0
"This is the best app I have ever seen, I love it so much! I just wish anyone with wifi conection could play multiplayer, other than that, GREAT!!!!",0,0,0,0,0,0,1
I love FarmVille I just wish I could play it on my iPod it just keeps crashing every time I open it,1,0,1,0,0,0,0
"I love  playing my my farmville on the go.  I just wish I could do everything &amp; seeeeeeeeee everything, as well.  Why are my farms not working at the same time anymore?  It is like going backwards to when we first started. Please, please fix this problem.",0,0,0,0,0,1,0
WoW my love game plzzz more levelssssss tankyou zeptolab for amazing games for ios ;)))),0,0,0,0,0,0,1
I loved this game and played it multiple times a day and gave into spending real money on it just to learn when i opened it last it claims i have no money and is frozen as well as all of my buildings being contaminated and everyone being sick….i spent a lot of money on this game and i'm pretty angry that it is all gone because of the glitch at 2 billion dollars. very dissapointed and angry,1,0,0,0,1,0,0
"In all games by Pocket Gems, they are interesting and challenging, but the time needed to accomplish a goal is far too long. I have read the forums regarding failure of log in from not using the correct Pocket ID, I have called directly to San Fran HQ and they just pass it back and forth with no results. I on the other hand have figured out how to bypass this dilemma and I am back playing the games. Paying real money on games to that take so long, not worth my money.",0,0,0,0,1,0,0
I love games where you can upgrade but nimble quest does in a way that never makes you lose intrest and think you've gotten everything,0,1,0,0,0,0,0
This is one of the few games that is truely free without screwing over people who don't pay real money.  And now it has a ton more cards that make you want to play even more.  A must have for any tcg fan.,0,0,0,0,1,0,0
Farmville on the iPhone is great for harvesting crops! I just wish you could do everything you could do on your computer :l I love it though &lt;3,0,0,0,0,0,1,0
I love games with words and this is one of the best!!!,0,0,0,0,0,0,1
I just wish I could do more like the pc game at least let us open mystery boxes... Should make  frontierville for iPhone please,0,0,0,0,0,1,0
Fun game! I love games like this,0,0,0,0,0,0,1
"I just wish it had a one button start like the lite VNC.  Other than that, I love it.",0,0,0,0,0,1,0
Lots of fun but as per usual with these games- once you get up in levels you really don't have much choice but to spend real money.,0,0,0,0,1,0,0
"It is a great app,it can do just about anything .I just wish that it could integrate Instgram sharing in its app but I just love it anyway !!!!GO BUY IT",0,0,0,0,0,1,0
"I play this game on the iPad it is now getting to be not worth playing at all. You can't get free fuel for it anymore, if you sell anything you only get one cent. I want to enlarge my farm, took forever to earn enough to upgrade but then I needed 45 more friends added to my list no way I could find that many. Most of things I wanted to get for my farm you have to buy with real money.  Don't waste your money or time on this game. I plan on deleting it soon.",0,0,0,0,1,0,0
I just love games that make you think!,0,0,0,0,0,0,1
I was so excited with they finally came out with the farmville app!! I found it on my boyfriends app store when I didn't even have an iPhone and it made me determined to get one! And ever since I did I quickly downloaded the app. It's nice because you can do mostly everything u can do on the computer except buy certain items and not work in building ur buildings. I just wish one day we can do everything as on the computer like finish items from my spa so I can make more coin to upgrade my farm. But otherwise very Fun app. And I enjoy taking time from my day just to harvest my crops animals and trees and make a little money while doing nothing :),0,0,0,0,0,1,0
"This game is pretty fun! I wish they didn't push you to spend real money so much, but that's just about any game.",0,0,0,0,1,0,0
Hate how everything is payed with the &quot;invest points.&quot; I don't have a facebook or twitter so I can't earn any that way and I sure as hell am NOT buying them with real money! Please change to just coins!,0,0,0,0,1,0,0
I love this game even though I spend alot of money. I'm hooked on this game I just wish the app was available on nookcolor.,0,0,0,0,0,1,0
I love basketball and I love games this is the best basketball game for iPhone out. it's a great time killer,0,0,0,0,0,0,1
"A very enjoyable game for awhile, but then you reach the point where it is almost impossible to go further without paying some real money for &quot;Investment&quot; points. What a disappointment!",0,0,0,0,1,0,0
"Fun game. Looks nice and has good gameplay. However, there needs to be a way to get crystals without spending real money. I cannot go further in the game without spending about $50. At least let us purchase crystals with coins. Going to delete soon because it is a stalemate.",0,0,0,0,1,0,0
"I just love love love this app!!! Best thing ever, I just wish you could add more to one day in the event your in college and work!!!",0,0,0,0,0,0,1
Great game. I love game because it is fun and easy to play,0,0,0,0,0,0,1
I have had 0 problems with this app!  Well done!  I just wish I had an iPad so it would be bigger.,0,0,0,0,0,0,1
"This is not a bad game. It's no SimCity, but it comes pretty close. Since it's a free game, with little things you can buy with real money in it, it's another one of those freemium games, but that doesn't make it bad. If anything, there's something mildly enjoyable about watching a city grow because of business and capitalism.<br/><br/>So here's some good points about it.<br/><br/>It's Free.<br/><br/>It's entertaining, if you don't mind waiting in real time to earn a lot of money.<br/><br/>It keeps track of how much you earn, even when the app is closed, or not running.<br/><br/>Here's some of the bad stuff though.<br/><br/>There's some bugs.<br/><br/>You have to post to Facebook/twitter or what have you, in order to actually build anything cool.<br/><br/>It's a freemium game.<br/><br/>The freemiums are almost game-breaking. Instantly giving you a butt-load of coins and 'investment points' so that you can build your Super Stadium feels a bit like cheating, since you didn't really have to work for the stuff it took to build it.<br/><br/>All in all though, it's not a bad game, and it's good for killing half an hour every few hours.",1,0,0,0,1,0,0
Really enjoy.  Has a few annoying ads but overall love game.,0,1,0,0,0,0,0
"How many times does this have to be repeated (hence my long review after review) before you make this work?  This APP is junk!!  I'm sorry I even have to rate this.  Come on Apple and Zynga.....<br/>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br/>Another trash of an update!  Just loaded the latest version crashes every time I try to load it...tried it three times now.  Sick of Farmville. You do every dang update but what ppl actually want. If I could send this with NO stars I would. <br/><br/>Sorry review submitters for having to read all my lengthy  disappointments below but you have to wonder if they read these and listen to us!  Apparently NOT!!!!  <br/>~~~~~~~~~~~~~~~~~~~~~~~~~~<br/><br/>As you can see from my lengthy previous comments below, this app is still JUNK! For two days now it won't even load. WASTE of all our time!  Still can't play like you can on computer so it's worthless!  Disgusted with this app. <br/>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br/>This app continues to be junk. HELLO are you folks at FV reading our comments?????<br/><br/>This game needs to be like the Internet!!!  Fix these issues, id like to get off the home screen and see my farm load.  <br/><br/>And stop telling me that I need more neighbors for everything I'd like to upgrade to. Your stuff is way put of reach and the only way you can make a decent farm is my spending real money to get play money for a GAME!!!?  What a pity!...For instance $9 FV bucks for a little cat?  You have any idea how long it even takes to build up that cash when trying to improve your farm.......as I've repeated over and over...THIS IS NOT 24/7 FARMING ON THE GO... You still need a PC to do half of what you want/need to do!  This is BS!<br/>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br/>This app is junk!  For two days I can't get past the home screen and when I could play it, it wouldn't allow me to fertilize my neighbors farms find anything on my farm and the such...JUNK. Not to mention everything you want is so expensive. This is a GAME!  Make it playable. Not about to use real money to get PLAY money!  So on top of my earlier review of disgust below I'm about over playing this game now. <br/>~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~<br/>OK...let's make this 24/7 farming please!  When I'm sitting in the middle of a beach playing FV like I would at my computer... then that's farming!!!!  <br/><br/>This continues to NEED a link back to news feed to collect on animals and other great finds!  How frustrating is it when your friends find a lonely animal or something and you can't get it without running to a computer...that's just stupid!<br/><br/>Unlock the gifts and all the things in the market!!!!  I can't even build my beehive cause I can't use all my stuff playing on iPhone. And I'd like to be able to send things to all my neighbors. Not everyone has an iPhone!!!<br/><br/>You do updates but where are the improvements???  And this constant out of sync is getting old now!!!!!  Not to mention the constant frozen screen. Let's get this right!  One of the hottest games and the app comes out and bites. Two updates later still bites. Link it back to the FB News Feed has been requested time and time again!  I want to be able to nab the things my fellow farmers are finding...HELLO???",1,1,0,0,1,0,0
I like it. Fun but have to spend real money to really do much later in the game.,0,0,0,0,1,0,0
I love games with animals that eat candy I play this game all the time and cut the Rope,0,0,0,0,0,0,1
I love games like this and Drawn. Fetch does not disappoint.  I just wish this one was longer.,0,0,0,0,0,1,0
just wish it had video support.  i don't like bouncing between apps,0,0,0,0,0,1,0
"If you don't want to buy anything (like me) then waiting to earn investment points takes forever.  Some purchases will be almost impossible without buying additional investment points.  This is done to encourage users to spend real money on investment points.  So the game may be free, but to fully enjoy it you will need to purchase (with real money) more investment points.",0,0,0,0,1,0,0
I love games like this!,0,0,0,0,0,0,1
The differance is like night and day between the camera offered on the I phone and camera plus I just wish it allowed you to shoot video  but still worlds better,0,0,0,0,0,1,0
i love games that are free and are actually fun! 5stars,0,0,0,0,1,0,0
I've been using this camera app since it was released. IMO it's the number one camera app. I just wish it recorded video.,0,0,0,0,0,1,0
why the hell would i pay real money for fake chips for an app? and waaaaaaay too many ads.,0,1,0,0,1,0,0
This is a cute game but unless you're going to spend lots of real money it's very hard and slow to get anywhere.,0,0,0,0,1,0,0
"This is a very fun and challenging thinking game. I love games that makes me think, and this is by far one of the best games to keep your dendrites active.",0,0,0,0,0,0,1
"This game runs out of fun pretty quickly.  It gets to a point at which you make no progress at all unless you pump real money into it, repeatedly.  Not recommended.",0,0,0,0,1,0,0
I enjoy this version of &quot;farming&quot;. It is very relaxing to me. I just wish I had more time to dedicate to my &quot;farm&quot;.,0,0,0,0,0,1,0
"I love FarmVille , just wishing they work out the kinks....",1,0,0,0,0,0,0
"Its a good application to have, especially when you cant get on your pc but have wifi available on your iPod Touch. I just wish that it would let you purchase the farmville cash and coins with the iPod touch. If there was an update that made it possible for my Touch with hte 4.0.2 software it would be a 5 star app. Other than that this app is great!",0,0,0,0,0,1,0
I really like this app because you could harvest/plow/plant and more while your on the go and dnt have to worry about getting to a computer quick because your plants are gonna die.. But I just wish the game was identical to the facebook app. If they updated to be excatly like the facebook app I would totally love it. But overall it's pretty good.. You'll love it if your a really big farmville fan.. :),0,0,0,0,0,1,0
Photo editing apps I've bought. I just wish that the new update didn't make the ap have a stroke and take a month to allow you to take pictures or edit them.,1,0,0,0,0,1,0
"just love games that use tilting! this is so much fun guys, good job!",0,0,0,0,0,0,1
I love games,0,0,0,0,0,0,1
I play this on facebook and I love it I just wish the app let you do everything you can do on the computer,0,0,0,0,0,1,0
"I love playing farmville, I just wish everything we can do online was available through the app... Still excited to have it though!!",0,0,0,0,0,1,0
"I can't remember ever struggling so hard to play a game.  There are so many problems that need to be corrected that I don't think it will ever be right.  I keep getting &quot;out of sync&quot; and &quot;the action does not support the object&quot; messages,  i get dropped out of the game while I'm playing, and there are many times that I can't get in until all my crops are rotten in my fields.  I'd rate this game a 2.5 out of 10.  Disappointing!  I'd love it if it worked properly.  The people who run the game are liars, too.  I was told the out of sync occurred when a player was on the I-phone game &amp; on the computer version at the same time.  I'm not on-line on my table top computer.  I am never in the game two places simultaneously.  Liars and bad programming.  Get some code writers and fix Farmville so we can play it without regular frustration.  This game makes me spend real money to get items - too few things available for coins and most of those are either plain and cheap or over $1 million.  Then the game steals the items you bought.  I've had to eliminate most of my crops and plant dozens of trees ti cover the ever increasing loading signs for the buildings, bridges, animals, that the game has stolen. THIEVES!!!",0,0,0,0,1,0,0
This is fun to work on and the buildings and people are cute. Would get 5 stars but there is no way to earn free magic beans (needed to buy some items) on my laptop. There are ads that play on the iPhone version that give you free beans but you can only pay real money for them on the laptop version.,0,1,0,0,1,0,0
I love games like this,0,0,0,0,0,0,1
"I love game, game is good",0,0,0,0,0,0,1
And basically have to buy stuff with real money in the game to play.,0,0,0,0,1,0,0
"I just tried it out and I was hooked! I love games like this where I go on quests to get money and build my own place and decorate it. it keeps things interesting. the reason for my starts Is because I just wish I had more things to do all the time and it gave me more rewards for the things I want to build, but overall it's fun.",0,1,0,0,0,0,0
"I really like this game a lot! I love games where you have to find the words and its neat how you get to play against others. It's an innocent game that anyone can play. The only problem is that even though it's fun, the fun lasts for only like 30 seconds. It crashes constantly and most of the time you can't even finish your word that you were picking out. Fun game but majorly flawed and this is why I have to give it two stars. If they put an update out that fixes this then I'd give it a 4 and a half stars.",0,1,0,0,0,0,0
I love games like this and love this one as well!!!,0,1,0,0,0,0,0
fun game but expensive and hard with out paying real money,0,0,0,0,1,0,0
"Been playing this for a few weeks now, i like it but i also agree with some other comments. Should be able to postion buildings/More Investment points needs to be added. I like to play the game and it is fun but i do not want to pump real money in it just to get more points.",0,0,0,0,1,0,0
Upgrade is really good. However real money is still necessary to finish,0,0,0,0,1,0,0
Immediately after hearing the music start up. Bummer :/ <br/><br/>Still love the game just wished it would work on the iPhone. Otherwise it would be rated a five.,1,0,1,0,0,0,0
"It looks very nice and does not show any signs of stuttering with the 8 months of data that I have.<br/><br/>However, it also doesn't include many of the features you'd expect from a real money manager. I cannot find a way to merge separate transactions, and while it handles existing account groups I can't create new ones. Updating a transaction takes a while; there is not a bulk edit and just adding a category requires sliding into the full-fledged editing window.",0,0,0,0,0,1,0
I love games like this is really fun but I hate wait on things but I no ill live anyway thx,0,0,0,0,0,1,0
You can only build advanced buildings with invest points which cost real money. But the game is really good.,0,0,0,0,0,0,1
I love games like this! A perfect game whenever you're bored..!,0,0,0,0,0,0,1
I just wish it were like the desktop version where you can complete challenges and breed animals.. Some gifts you can't use... Basically all you can do is plant crops and harvest things. Boring.,0,0,0,0,0,1,0
"I just wish I could take a picture, otherwise I love this app hands down",0,0,0,0,0,1,0
"Simple, intuitive and beautiful interface, a game for people who love games and people who never play games.",0,1,0,0,0,0,0
"Zinga has spoiled all of their games FarmVille,Cityville,Dream Zoo by creating too many task and adding too much stuff too fast &amp; putting you in traps on the games to force you to spend real money to finish task and to get the things that you beed in order to continue enjoying the game they force you to spend ridiculous amounts of money to be able to complete your goals. Your friends are fed up with the greed and the amount of time that it takes to play and quit leaving you know help to complete task forcing you to either quit or to spend real money to continue.",0,0,0,0,1,0,0
I love games like it and this one is fun love it,0,0,0,0,0,0,1
"This is a very cool game/app. I love it! If you have a kids who love games where you have to find clues to solve a puzzle or escape out of a place, than I highly suggest you get this. I give it 5 stars",0,0,0,0,0,0,1
I love games you have to figure out thanks for a great game,0,0,0,0,0,0,1
its a great game.. wish it was a little more like sims where you could get money by working or doing stuff like that.. insted of using real money.. over all its a good game helps wast time when you are bored..,0,0,0,0,1,0,0
Plus I upgraded to iOS6. Works fine for me. I just wish I had the option to use this as my default camera.,0,0,1,0,0,1,0
"The significantly shortened lifespans of the islands and the extremely limited time allotted for quests makes it nearly impossible for those without the resources or inclination to spend real money to buy the crystals needed to complete anything, especially with the inexplicably lengthy time needed to make anything, such as treats, bridges, expanding homes, etc.",0,0,0,0,1,0,0
"Fun, but constantly tries to get you to spend real money for fake things.  Silly.",0,0,0,0,1,0,0
"The investor points are annoying, especially when you don't want to spend real money or drive other people crazy on facebook with posts. It's an okay game, but if it wasn't free, I would not have gotten it.",0,0,0,0,1,0,0
It's a fun game to play when there's nothing to do! I love games where you need to escape somewhere!,0,0,0,0,0,0,1
"I love games like this,I have another one similar downloaded but this one has it beat hands down!",0,0,0,0,0,0,1
"Can't say it's good, can't say it's bad. Req. real money to get any thing done. It's bout as entertaining as a dishwasher in the desert.",0,0,0,0,0,0,1
I just wish we could see our tasks that we need to complete,0,0,0,0,0,1,0
Good luck playing this game past level 12 or 13 without investing money for the nanopods. The items you have to purchase require lots of coins and resources and there's no way of building the required buildings or units without spending real money on fake money. The game advertises as free but its basically unplayable as free. And prepare to play it for months on end to actual get anywhere. It takes hours for buildings for construct and for resources to collect.<br/><br/>Deleting it after I publish this...,0,0,0,0,1,0,0
"This game is pretty good. It is a great time killer, the only problem is the fact you have to pay real money for any item that will really help you progress.",0,0,0,0,1,0,0
Must use the brain the cob webs are starting to loosen up I love games like this u have to think good game,0,1,0,0,0,0,0
"you have to spend real money on the game and its so not worth it. I can only play for 5 min a day, I clear an island, repair a bridge and tile be done by tomorrow, not super fun, I won't keep it long.",0,0,0,0,1,0,0
"I just downloaded the latest update and the app finally works!   It takes a while to load but at least it is loading now.   Everything seems to be working great now, I just wish there was more functionality like the online version- that is why I am giving only four stars.",0,0,0,0,0,1,0
"I just wanted to say I also like the fact that u can get more farm cash thru the IPod app &amp; use it thru I-Tunes!  I just wish u guy's would eventually get the other Facebook games such as Cafe World, Petville &amp; Frontierville apps for them too!  That would be even better!",0,0,0,0,0,1,0
"I expected more from zynga. Pretty much everything on this game you have to buy cash with real money and you can't get anywhere without it, unless you like sitting there ad planting and harvesting crops. Would be a great game if it was actually free, but as it stands, don't waste your time.",0,0,0,0,1,1,0
